leaves,x0,x1,x2,bottom_permutation,top_permutation,permutation,orbits
27,5,4,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 17)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [19, 22, 25, 27, 24, 21, 18, 15]]",5
29,5,5,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 19)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [21, 24, 27, 29, 26, 23, 20, 17]]",6
31,5,6,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 21)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [23, 26, 29, 31, 28, 25, 22, 19]]",7
33,5,7,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 23)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19], [25, 28, 31, 33, 30, 27, 24, 21]]",8
21,6,0,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 8)(2 11)(3 5)(4 7)(6 9)(10 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 2, 0], [8, 5, 3, 6, 9, 12, 15, 18, 21, 19, 16, 13, 10, 7, 4, 1]]",2
23,6,1,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 11)(2 10)(3 5)(4 7)(6 9)(8 13)(12 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 8, 5, 3, 6, 9, 12, 15, 18, 21, 23, 20, 17, 14, 11, 1, 4, 7, 10, 2, 0]]",1
25,6,2,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 13)(2 10)(3 5)(4 7)(6 9)(8 12)(11 15)(14 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 11, 14, 17, 20, 23, 25, 22, 19, 16, 13, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3]]",2
27,6,3,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 15)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 13, 16, 19, 22, 25, 27, 24, 21, 18, 15, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11]]",3
29,6,4,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 17)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 15, 18, 21, 24, 27, 29, 26, 23, 20, 17, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13]]",4
31,6,5,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 19)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 17, 20, 23, 26, 29, 31, 28, 25, 22, 19, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15]]",5
33,6,6,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 21)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 19, 22, 25, 28, 31, 33, 30, 27, 24, 21, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17]]",6
35,6,7,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 23)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 21, 24, 27, 30, 33, 35, 32, 29, 26, 23, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19]]",7
23,7,0,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 8)(2 11)(3 5)(4 7)(6 9)(10 13)(12 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 10, 7, 4, 1, 8, 5, 3, 6, 9, 12, 15, 18, 21, 23, 20, 17, 14, 11, 2, 0]]",1
25,7,1,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 11)(2 10)(3 5)(4 7)(6 9)(8 13)(12 15)(14 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 12, 9, 6, 3, 5, 8, 13, 16, 19, 22, 25, 23, 20, 17, 14, 11, 1, 4, 7, 10, 2, 0]]",1
27,7,2,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 13)(2 10)(3 5)(4 7)(6 9)(8 12)(11 15)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 14, 11, 15, 18, 21, 24, 27, 25, 22, 19, 16, 13, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3]]",2
29,7,3,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 15)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 16, 13, 17, 20, 23, 26, 29, 27, 24, 21, 18, 15, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11]]",3
31,7,4,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 17)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 18, 15, 19, 22, 25, 28, 31, 29, 26, 23, 20, 17, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13]]",4
33,7,5,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 19)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 20, 17, 21, 24, 27, 30, 33, 31, 28, 25, 22, 19, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15]]",5
35,7,6,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 21)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 22, 19, 23, 26, 29, 32, 35, 33, 30, 27, 24, 21, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17]]",6
37,7,7,3,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 23)(2 10)(3 5)(4 7)(6 9)(8 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 25, 28, 31, 34, 37, 35, 32, 29, 26, 23, 1, 4, 7, 10, 2, 0], [5, 8, 12, 9, 6, 3], [14, 11], [16, 13], [18, 15], [20, 17], [22, 19]]",7
13,0,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 2)(1 12)(3 5)(4 7)(6 9)(8 11)(10 13),"[[2, 0], [12, 9, 6, 3, 5, 8, 11, 13, 10, 7, 4, 1]]",2
13,0,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 10)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11),"[[10, 7, 4, 1, 13, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
15,0,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14),"[[13, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
17,0,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 15)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16),"[[15, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13]]",2
19,0,4,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 17)(1 19)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18),"[[17, 19, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15]]",3
21,0,5,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 19)(1 21)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20),"[[19, 21, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17]]",4
23,0,6,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 21)(1 23)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22),"[[21, 23, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19]]",5
25,0,7,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 23)(1 25)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24),"[[23, 25, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21]]",6
13,1,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 10)(2 13)(3 5)(4 7)(6 9)(8 11),"[[12, 9, 6, 3, 5, 8, 11, 13, 2, 0], [10, 7, 4, 1]]",2
15,1,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11)(10 15),"[[14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [13, 15, 10, 7, 4, 1]]",2
17,1,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 17),"[[16, 13, 17, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
19,1,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 19),"[[18, 15, 19, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13]]",2
21,1,4,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 21),"[[20, 17, 21, 19, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15]]",3
23,1,5,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 21)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 23),"[[22, 19, 23, 21, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17]]",4
25,1,6,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 23)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 25),"[[24, 21, 25, 23, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19]]",5
27,1,7,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 25)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27),"[[26, 23, 27, 25, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21]]",6
15,2,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 10)(2 13)(3 5)(4 7)(6 9)(8 11)(12 15),"[[14, 11, 8, 5, 3, 6, 9, 12, 15, 13, 2, 0], [10, 7, 4, 1]]",2
17,2,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11)(10 15)(14 17),"[[16, 13, 1, 4, 7, 10, 15, 17, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
19,2,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 17)(16 19),"[[18, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [17, 19, 16, 13]]",2
21,2,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 19)(18 21),"[[20, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [19, 21, 18, 15]]",3
23,2,4,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 19)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 21)(20 23),"[[22, 19, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [21, 23, 20, 17]]",4
25,2,5,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 21)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 23)(22 25),"[[24, 21, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [23, 25, 22, 19]]",5
27,2,6,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 23)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27),"[[26, 23, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [25, 27, 24, 21]]",6
29,2,7,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 25)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29),"[[28, 25, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [27, 29, 26, 23]]",7
17,3,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 10)(2 13)(3 5)(4 7)(6 9)(8 11)(12 15)(14 17),"[[16, 13, 2, 0], [10, 7, 4, 1], [5, 8, 11, 14, 17, 15, 12, 9, 6, 3]]",3
19,3,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11)(10 15)(14 17)(16 19),"[[18, 15, 10, 7, 4, 1, 13, 16, 19, 17, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
21,3,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 17)(16 19)(18 21),"[[20, 17, 13, 16, 19, 21, 18, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
23,3,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 19)(18 21)(20 23),"[[22, 19, 15, 18, 21, 23, 20, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13]]",2
25,3,4,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 19)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 21)(20 23)(22 25),"[[24, 21, 17, 20, 23, 25, 22, 19, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15]]",3
27,3,5,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 21)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27),"[[26, 23, 19, 22, 25, 27, 24, 21, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17]]",4
29,3,6,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 23)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29),"[[28, 25, 21, 24, 27, 29, 26, 23, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19]]",5
31,3,7,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 25)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31),"[[30, 27, 23, 26, 29, 31, 28, 25, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21]]",6
19,4,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 10)(2 13)(3 5)(4 7)(6 9)(8 11)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 19, 16, 13, 2, 0], [10, 7, 4, 1]]",2
21,4,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11)(10 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [13, 16, 19, 21, 18, 15, 10, 7, 4, 1]]",2
23,4,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 17, 20, 23, 21, 18, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
25,4,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 19, 22, 25, 23, 20, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13]]",2
27,4,4,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 19)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 21, 24, 27, 25, 22, 19, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15]]",3
29,4,5,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 21)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 23, 26, 29, 27, 24, 21, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17]]",4
31,4,6,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 23)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 25, 28, 31, 29, 26, 23, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19]]",5
33,4,7,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 25)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 27, 30, 33, 31, 28, 25, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21]]",6
21,5,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 10)(2 13)(3 5)(4 7)(6 9)(8 11)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 15, 18, 21, 19, 16, 13, 2, 0], [10, 7, 4, 1]]",2
23,5,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11)(10 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 1, 4, 7, 10, 15, 18, 21, 23, 20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
25,5,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [17, 20, 23, 25, 22, 19, 16, 13]]",2
27,5,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [19, 22, 25, 27, 24, 21, 18, 15]]",3
