leaves,x0,x1,x2,bottom_permutation,top_permutation,permutation,orbits
49,2,13,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 45)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 47)(46 49),"[[48, 45, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37], [42, 39], [44, 41], [47, 49, 46, 43]]",13
25,3,0,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 18)(2 21)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(20 23)(22 25),"[[24, 21, 2, 0], [18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 23, 25, 22, 19, 16, 13, 10, 7, 4, 1]]",2
27,3,1,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 21)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 23)(22 25)(24 27),"[[26, 23, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [21, 24, 27, 25, 22, 19, 16, 13, 10, 7, 4, 1]]",2
29,3,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 23)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 25)(24 27)(26 29),"[[28, 25, 21, 24, 27, 29, 26, 23, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0]]",1
31,3,3,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 25)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 27)(26 29)(28 31),"[[30, 27, 23, 26, 29, 31, 28, 25, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21]]",2
33,3,4,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 27)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 29)(28 31)(30 33),"[[32, 29, 25, 28, 31, 33, 30, 27, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23]]",3
35,3,5,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 29)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35),"[[34, 31, 27, 30, 33, 35, 32, 29, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25]]",4
37,3,6,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 31)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37),"[[36, 33, 29, 32, 35, 37, 34, 31, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27]]",5
39,3,7,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 33)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39),"[[38, 35, 31, 34, 37, 39, 36, 33, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",6
41,3,8,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 35)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41),"[[40, 37, 33, 36, 39, 41, 38, 35, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31]]",7
43,3,9,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 37)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43),"[[42, 39, 35, 38, 41, 43, 40, 37, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",8
45,3,10,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 39)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45),"[[44, 41, 37, 40, 43, 45, 42, 39, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",9
47,3,11,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 41)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 43)(42 45)(44 47),"[[46, 43, 39, 42, 45, 47, 44, 41, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37]]",10
49,3,12,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 43)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 45)(44 47)(46 49),"[[48, 45, 41, 44, 47, 49, 46, 43, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37], [42, 39]]",11
51,3,13,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 45)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 47)(46 49)(48 51),"[[50, 47, 43, 46, 49, 51, 48, 45, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37], [42, 39], [44, 41]]",12
27,4,0,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 18)(2 21)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 15, 18, 1, 4, 7, 10, 13, 16, 19, 22, 25, 27, 24, 21, 2, 0]]",1
29,4,1,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 21)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 16, 13, 10, 7, 4, 1, 21, 24, 27, 29, 26, 23, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0]]",1
31,4,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 23)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 25, 28, 31, 29, 26, 23, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0]]",1
33,4,3,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 25)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 27, 30, 33, 31, 28, 25, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21]]",2
35,4,4,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 27)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 29, 32, 35, 33, 30, 27, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23]]",3
37,4,5,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 29)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 31, 34, 37, 35, 32, 29, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25]]",4
39,4,6,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 31)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 33, 36, 39, 37, 34, 31, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27]]",5
41,4,7,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 33)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 35, 38, 41, 39, 36, 33, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",6
43,4,8,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 35)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 37, 40, 43, 41, 38, 35, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31]]",7
45,4,9,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 37)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 39, 42, 45, 43, 40, 37, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",8
47,4,10,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 39)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 41, 44, 47, 45, 42, 39, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",9
49,4,11,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 41)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 43, 46, 49, 47, 44, 41, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37]]",10
51,4,12,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 43)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 45, 48, 51, 49, 46, 43, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37], [42, 39]]",11
53,4,13,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 53),(0 52)(1 45)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 47)(46 49)(48 51)(50 53),"[[52, 49, 46, 43, 47, 50, 53, 51, 48, 45, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37], [42, 39], [44, 41]]",12
29,5,0,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 18)(2 21)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 16, 13, 10, 7, 4, 1, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 23, 26, 29, 27, 24, 21, 2, 0]]",1
31,5,1,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 21)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 29, 26, 23, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0]]",1
33,5,2,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 33),(0 32)(1 23)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 25)(24 27)(26 29)(28 31)(30 33),"[[32, 29, 26, 23, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [25, 28, 31, 33, 30, 27, 24, 21]]",2
35,5,3,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 35),(0 34)(1 25)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35),"[[34, 31, 28, 25, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [27, 30, 33, 35, 32, 29, 26, 23]]",3
37,5,4,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 27)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [29, 32, 35, 37, 34, 31, 28, 25]]",4
39,5,5,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 29)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [31, 34, 37, 39, 36, 33, 30, 27]]",5
41,5,6,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 31)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [33, 36, 39, 41, 38, 35, 32, 29]]",6
43,5,7,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 33)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [35, 38, 41, 43, 40, 37, 34, 31]]",7
45,5,8,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 35)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [37, 40, 43, 45, 42, 39, 36, 33]]",8
47,5,9,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 37)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [39, 42, 45, 47, 44, 41, 38, 35]]",9
49,5,10,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 39)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [41, 44, 47, 49, 46, 43, 40, 37]]",10
51,5,11,8,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 41)(2 20)(3 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 1, 4, 7, 10, 13, 16, 19, 22, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 2, 0], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37], [43, 46, 49, 51, 48, 45, 42, 39]]",11
